"SupplierNumber","CorporateGroupID","Name1","Name2","POBox","Street","PostalCode","City","CountryCoded","TelephoneNumber","FaxNumber","VATRegistrationNumber","TaxNumber1","TaxNumber2"
20201797,4200,"TECPEOPLE S.A.","SN ARG",,"TISCORNIA 855",1642,"SAN ISIDRO","AR",1140910673,,,30711190879,9015380487
20201611,4200,"PARADIGMA CONSULTORES ASOCIADOS SOC","SN ARG",,"COLONIA 25 PISO 2",1435,"CAPITAL FEDERAL","AR",,,,30680776195,9011688566
20281404,4200,"CONSEJO PROFES DE CCIAS ECONOMICAS","SN ARG",,"VIAMONTE 1549",1055,"CAPITAL FEDERAL","AR",43829200,,,33546663669,
20195581,4200,"DATCO S.A.","SN_ARG",,"SAN MARTIN 638",1004,"CAPITAL FEDERAL","AR",1136975091,,,30596116201,9019264621
20195831,4200,"LOGYT SUDAMERICANA S.R.L.","SN ARG",,"UGARTE 3610 PISO 2",1602,"MUNRO","AR",,,,30710295634,9015551267
20201912,4200,"MAINCAL SA","SN ARG",,"AV EVA PERON 1452 DPTO 54 55",2121,"PEREZ","AR",,,,30503938517,9217500902
20251489,4200,"HEUCHERT INGRID","SN ARG",,"MALABIA 2425 PISO 2",1631,"CAPITAL FEDERAL","AR",91169364094,,,27273081718,
20302910,4200,"INDUSTRIAL PHYSICS BEVERAGE &CANNIN","SN ARG",,"40 MCULLOUGH DRIVE",19720,"DELAWARE","US",525540940897,,,450508627,
20194699,4200,"OBIN SA","SN_ARG",,"HUGO DEL CARRIL 8890",1657,"PABLO PODESTA","AR",,,,30575198348,30575198348
20299700,4200,"MORANZONI JULIETA MARIELA","SN ARG",,"CHAJARÍ 4471",1430,"CAPITAL FEDERAL","AR",1550427883,,,27272170296,
540001245,4200,"JUAN IGNACIO POLSAK","SN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR","11 2307 3545",,,20385348887,
20303513,4200,"DINPE S.A.","SN ARG",,"RUTA NACIONAL Nº 40 ENTRE CALLES 5",5429,"POCITO","AR",,,,30612422474,
20304680,4200,"STEFANINI ARGENTINA S.R.L.","SN ARG",,"LAVARDEN 157 PISO 2 OFICINA 2020",1437,"CAPITAL FEDERAL","AR","54 11 6841 6161",,,30690953869,
20304753,4200,"CIELO TALENT SRL","SN ARG",,"AV. LEANDRO N. ALEM 928, PISO 7, DE",1001,"CABA","AR",,,,33715122419,
20305318,4200,"JUAN IGNACIO MONSERRAT","SN ARG",,"MIGUEL GOMEZ BAO 155",1852,"BURZACO","AR",,,,23255602349,
20305557,4200,"EHRLICH S.R.L.","SN ARG",,"COLOMBIA 1720",1824,"LANUS OESTE","AR",,,,30710768494,
20305822,4200,"BARAONA YANINA","SN ARG",,"ESCALADA 1200",1618,"EL TALAR PACHECO","AR","114 024 3632",,,27240236368,
20251634,4200,"3M ARGENTINA SACIFIA","SN ARG",,"COLECTORA OESTE DE PANAMERICANA 576","C1619AAQ","GARIN-ESCOBAR","AR",,,,30529994393,"902-869654-"
540000277,4200,"MARIA EUGENIA VIDAL","SN ARG",,"FRAY CAYETANO RODDRIGUEZ 550",1406,"CAPITAL FEDERAL","AR",,,,27336206540,
540001248,4200,"MARIA VICTORIA REY","SN ARG",,"LACARRA 235 5 B",1407,"CAPITAL FEDERAL","AR",111554556311,,,27323442172,
20308147,4200,"INSTALACIONES DEL OESTE SRL","SN ARG",,"PASCUAL VINACCIA 446",1748,"BUENOS AIRES","AR",2374854160,,,30710048815,
20195061,4200,"R Y J FEIJOO SA","SN ARG",,"LAVALLE 4827",1603,"VILLA MARTELLI","AR",,,,30654654774,9019794358
20315739,4200,"AGRINEA SAS","SN ARG",,"HERRERA 5070",3300,"POSADAS","AR","0376 459682",,,30716537230,
20311298,4200,"BRTZ SA",,,"Von Wernicke 3038",1642,"BUENOS AIRES","AR",541147353000,,,30717005429,
20310902,4200,"PROOFLINE SA","SN ARG",,"SAN JUAN 2036",2000,"ROSARIO","AR",543412389802,,,30711186502,
20333073,4200,"CONSOLID S.R.L","SN ARG",,"PARAGUAY 866 5TO A",1057,"CAPITAL FEDERAL","AR",,,,30710996608,
540001290,4200,"MARTINEZ FRANCISCO",,,"MORENO 877",1091,,"AR",1140897624,,,20399214247,
20195348,4200,"HOTELES Y GESTION SRL","SN ARG",,"LIBERTAD 1041 4 B",1012,"CAPITAL FEDERAL","AR",48719400,,,30715098306,30715098306
20310283,4200,"FUNDACION ENCONTRARSE EN LA DIVERSI","SN ARG",,"LAMBARE 870",1185,"CAPITAL FEDERAL","AR",0,,,30714405574,
20312519,4200,"MARIA ELISA ARMINDA GRANDA","SN ARG",,"PARANÁ 275 1° PISO OF. 1",0,"CABA","AR",0,,,27128063116,
20312520,4200,"VALERIA LILIANA GONZALEZ","SN ARG",,"AV. LEBENSHON 2099",1661,"BELLA VISTA","AR",0,,,27290137905,
20312521,4200,"BACALONI GEORGINA","SN ARG",,"CHACABUCO 195",1876,"BERNAL","AR",,,,27262734078,
20195133,4200,"ORTUSTEN S.A.C.I.F","SN ARG",,"AV DE LOS ESTUDIANTES 151",1718,"BUENOS AIRES","AR",1154992373,,,30711065608,9026607319
20195029,4200,"ATLAS COPCO ARGENTINA SACI","SN ARG",,"EEUU 5335",1667,"MALVINAS ARGENTINAS","AR",,,,30515666148,9019192516
20250651,4200,"NICOLAS FRANSISCO NIETO","SN ARG",,"1 DE MAYO 935 LOMA HERMOSA",1657,"TRE DE FEBRERO","AR",,,,20126788771,"20-12678877"
20252628,4200,"ECOTECHOS SRL","SN ARG",,"DOMINGO MILLAN 853",1768,"VILLA MADERO","AR",,,,30714771694,
20195289,4200,"ENCENDER S.A.","SN ARG",,"URUGUAY 1134",1016,"CAPITAL FEDERAL","AR",,,,33707344089,9027833727
20314760,4200,"TRIKOM SRL","SN ARG",,"PTE. HIPOLITO YRIGOYEN 3469 . FLORI",1602,"BUENOS AIRES","AR",47610602,,,30710113021,
20314953,4200,"MILANESI MARIA JOSE","SN ARG",,"PIAGGIO 57 PB",1870,"AVELLANEDA","AR",0,,,27299041218,
20314957,4200,"EUROPE DIRECT GMBH","DAN ARG",,"METHMUEHLWEG 10B - DEUTSCHLAND",85467,"NEUCHING","DE",498123987981,,,,
20194828,4200,"ECOLAB ARGENTINA SRL",,,"CALLE 9 ESQUINA 2",1629,"PILAR","AR",,,,30643546449,9019583082
20315647,4200,"EFITECNICA GROUP S A","SN ARG",,"GENERAL JUAN LAVALLE 5061",1603,"VILLA MARTELLI","AR",1154682439,,,30709952613,
610026099,4200,"EXARIS","SN ARG",,"20 BD PIERRE RAUNET",94370,"SUCY-EN-BRIE","FR",,"09 56 19 32 12","FR58481853885",48185388500020,
20316822,4200,"J Y O RODAMIENTOS S.A.","SN ARG",,"PEDRO LAGRAVE 311",1629,"PILAR","AR",,,,30715854577,
20312205,4200,"RQ EMPRENDIMIENTOS SRL","SN ARG",,"GASPAR CAMPOS 460",1661,"BELLA VISTA","AR",1160791973,,,30708422874,
20310080,4200,"ETCHEPARE DANIEL LEONARDO MARTIN","DAN ARG",,"JARAMILLO 3109",1429,"CAPITAL FEERAL","AR",1163570822,,,20283836828,
20146774,4200,"PRIMARY PRODUCTS INGREDIENTS BRASIL","TATELYLE",,"FAZ AMALIA SN, 0",14270000,"SANTA ROSA DE VITERBO","BR","00 0000 0000",,,42361873000170,62200235911
20203270,4200,"CPT INFORMATICA S.A.","SN ARG",,"RIO LIMAY 1547",1278,"CAPITAL FEDERAL","AR","5080 7000",,,30710006489,"901-547417-"
20326793,4200,"CORESA ARGENTINA SA","SN ARG",,"ALVEAR 21",2760,"SAR ANTONIO DE ARECO","AR",2326455600,,,30688244753,
540001388,4200,"LOLA CRUZ HENESTROSA",,,"MORENO 877",1091,,"AR",,,,27377442747,
20317874,4200,"COLEGIO DE INGENIEROS DE LA PROVINC","SN ARG",,"ALMAFUERTE 2868",1754,"SAN JUSTO","AR",0,,,30623834170,
20317875,4200,"PASMAN MARIA CECILIA","SN ARG",,"CORDOBA AV. 1475 PISO:10 DPTO:D",1055,"CAPITAL FEDERAL","AR",0,,,27184620672,
20138042,4200,"BRETAGNE CHIMIE FINE",,,"BOISEL",56140,"PLEUCADEUC","FR",297269121,297269046,"FR48325148377",,
20319371,4200,"DINA ARGENTINA S.R.L","SN ARG",,"AZARA 1627",1269,"CAPITAL FEDERAL","AR","4302 1292",,,30711704066,
20320235,4200,"PROCOR INDUSTRIAL CORPORATION","SN ARG",,"10402 Bailey Rd.",28078,"CORNELIUS","US",7043602910,,,,
20252138,4200,"MEXPELL SA","SN ARG",,"AV. CHORROARIN 1290",1427,"CAPITAL FEDERAL","AR",,,,30708139412,"901-062570-"
20320393,4200,"TECNO COMPRESORES","DAN ARG",,"VEDIA 2289",1429,"CAPITAL FEDERAL","AR",47622533,,,30717373002,
20302215,4200,"OTERRA AS","FOUACHAT",,"AGERN ALLE 24",2970,"HØRSHOLM","DK",34690328737,,"DK35638784",,
20321489,4200,"ERICK ALEJANDRO OMS",23,,"LAVALLE 421",1047,"CIUDAD AUTONOMA DE BUENOS AIRES","AR",,,,23262675009,
20321467,4200,"COOPERATIE KONINKLIJKE AVEBE U A","DAN ARG",,"PRINS HENDRIKPLEIN 20","9641 GK","VEENDAM","NL",5491157469186,,"NL001083168B01",,
20321699,4200,"CAJA DE PREVISIÓN SOCIAL PARA AGRIM","SN ARG",,"48 NRO. 695",1900,"LA PLATA","AR",2214120600,,,30536477191,
20322044,4200,"BUILDING CONTROLS S.A","SN ARG",,"BILLINGHURST 437",1174,"CAPITAL FEDERAL","AR",53658686,,,30708714409,
20322047,4200,"ADHESINT SRL","SN ARG",,"INCLAN 3059",1754,"SAN JUSTO","AR",44417774,,,30685956892,
20322502,4200,"ALKO SRL","SN ARG",,"AV. DE LOS CONSTITUYENTES 3800",1651,"SAN MARTIN","AR",32203000,,,30602699826,
20322833,4200,"EGUES GRACIELA SILVIA","SN ARG",,"BORGES 2485 4 B",1425,"CAPITAL FEDERAL","AR",5491144794798,,,27187399381,
20295595,4200,"MARIA SOFIA SCOTTO","DAN ARG",,"BAEZ 286, DEPTO B",1426,"CAPITAL FEDERAL","AR",111561080864,,,27264120786,
20322835,4200,"TEMPEL S A","SN ARG",,"JUAN BAUTISTA ALBERDI 431",1636,"OLIVOS","AR",1148977184,,,30707191887,
20322844,4200,"MEDICINA PARA EMPRESAS S.A.","SN ARG",,"BUENOS AIRES 2080",2000,"ROSARIO","AR",,,,30708015616,
20327984,4200,"LINGUA S.A.S.","SN ARG",,"CAPDEVILA 3246 P 1 A",1431,"CAPITAL FEDERAL","AR",1130353527,,,30716719649,
20252235,4200,"NAKASE SRL","SN ARG",,"CALLE 49 (EX LIBERTAD) Nº 5764",1653,"VILLA BALLESTER","AR",,,,30709018422,"902-826247-"
540001484,4200,"JUAN PABLO ROBERTO GONZALEZ",,,"MORENO 877",1091,,"AR",,,,20296024725,
20327513,4200,"LUPROD S.R.L","DAN ARG",,"ANDONAEGUI 1267",1427,"CAPITAL FEDERAL","AR",0,,,30711502757,
20326457,4200,"MATIAS ANSELMO","DAN ARG",,"MORENO 877",1901,"CAPITAL FEDERAL","AR","15 50467287",,,20268174010,
20195268,4200,"BLANCO RODAMIENTOS S.A.","SN ARG",,"GUALEYGUACHU 1059",1407,"CAPITAL FEDERAL","AR",1145711731,,,30710791062,9012790354
20195031,4200,"EQUITECNICA S.A.","SN ARG",,"SÁNCHEZ DE LORIA 1838",1241,"CAPITAL FEDERAL","AR",1149124590,,,30593306115,9011550168
20327003,4200,"V.P.A. VAMOS PARA ADELANTE - ARGENT","SN ARG",,"AV ARGENTINA 893",1722,"MERLO","AR",1150314693,,,30716626551,
20327323,4200,"URBANBUCHNER SA","SN ARG",,"ESTADOS UNIDOS 505",1603,"VILLA MARTELLI","AR",47303113,,,30614946624,
20252010,4200,"ORANGE BUSINESS SERVICES ARGENTINA","SN ARG",,"ING BUTTY N° 240",1001,"CAPITAL FEDERAL","AR",,,,30696384114,"901-043245-"
20332562,4200,"LEIVA MARIA DE LOS ANGELES","SN ARG",,"PTE. PERON 89",1619,"GARIN","AR",1157985234,,,27307948902,
20328204,4200,"PROMOVER PREVISIONAL S.R.L.","DAN ARG",,"BERUTI 3351 PISO 12 D",1425,"CAPITAL FEDERAL","AR",53657442,,,30717621731,
440011189,4200,"LLOVERAS JOSE",,,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,20928728049,
20325798,4200,"QUIERO LA DATA S.R.L","SN ARG",,"DARWIN 790",1414,"CAPITAL FEDERAL","AR",1161995333,,,30715078569,
20329791,4200,"NATALI DIEGO JOSE Y RINECKKI CYNTHI","DAN ARG",,"AV. SAN MARTIN 1555",1602,"FLORIDA","AR",0,,,30709782548,
20329943,4200,"BATER CATERINA","SN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",1162951130,,,27345517354,
20329254,4200,"INTERVENCIONES CREATIVAS BRIO SRL","SN ARG",,"PUEYRREDON 1788",1425,"CAPITAL FEDERAL","AR",1544168107,,,30714607061,
20331962,4200,"AARHUSKARLSHAMN LATIN AMERICA SA",,,"CAMINO PASO DE LA ARENA 246",12700,"MONTEVIDEO","UY",23135135,,214947990014,,
20332188,4200,"ELECTROTERMA MAR DEL PLATA S.R.L.","SN ARG",,"CALLE 5 PARQUE INDUSTRIAL GRAL SAV",7601,"MAR DEL PLATA","AR",2234649999,,,30711122318,
20332550,4200,"ROGELIO FERNANDO AZZI","SN ARG",,"AV. SANTA FE 3344 PISO 8 OFICINA 19",1425,"CAPITAL FEDERAL","AR",,,,20076004073,
540001553,4200,"GONZALO JOSE BRUHL",,,"SANTA FE 5217",1425,"CAPITAL FEDERAL","AR",,,,20397322662,
20333126,4200,"PELLIZZARI CHRISTIAN ANDRES","SN ARG",,"PTE. NESTOR KIRCHNER 1332",1804,"EZEIZA","AR",0,,,20216007388,
20334121,4200,"LIVE IN BA S.A","SN ARG",,"AV. GRAL. JUAN DOMINGO PERÓN 5820",1621,"BENAVÍDEZ","AR",1123441501,,,30714247073,
20209071,4200,"GIFT CARD ARGENTINA S.A.","SN ARG",,"AV LUIS MARIA CAMPOS 46 3 A",1425,"CAPITAL FEDERAL","AR",0,,,30711633959,
20280144,4200,"FARMACIA NUEVO DIEGO S SOCIEDAD EN","SN ARG",,"LA RIOJA 287",1214,"CAPITAL FEDERAL","AR",,,,33582549619,
20334427,4200,"LEGION PRECO SRL","SN ARG",,"ADOLFO ALSINA 1433",1088,"CAPITAL FEDERAL","AR",43834774,,,33715132449,
20334429,4200,"SERVICIOS ECO REC SA","SN ARG",,"LA PAMPA 1420",1428,"CAPITAL FEDERAL","AR",46524230,,,30702946863,
20243017,4200,"BOLSA DE COMERCIO DE MENDOZA SA","SN ARG",,"SARMIENTO 165",5500,"MENDOZA","AR",1143113741,,,30515422834,
20003516,4200,"R-BIOPHARM AG","SN ARG",,"AN DER NEUENBERGSTRAßE 17",64297,"HESSE","DE",49615181020,,"DE111657409",,
20315635,4200,"PONS VICENTE DARIO","SN ARG",,"CASTELLI 1238",1702,"CIUDADELA","AR",1138294195,,,20235688884,
20334975,4200,"ECHEVARRIA - ROMANO S.R.L.","SN ARG",,"ARENALES 3069 4B",1425,"CAPITAL FEDERAL","AR",48244222,,,30710765630,
20334987,4200,"ROCKING DATA SAS","SN ARG",,"CIUDAD DE LA PAZ 1965",1428,"CAPITAL FEDERAL","AR",1156154845,,,30715832840,
20259827,4200,"DARRIBA EMILIO JOSE","SN ARG",,"CIUDAD DE LA PAZ 1571, PISO 8 DPTO",1426,"CAPITAL FEDERAL","AR",0,,,20045308759,
20201536,4200,"FX INFORMATICA S.A.","SN ARG",,"SAN MARTIN 3073",1684,"EL PALOMAR","AR",,,,30663743542,9021074931
20335819,4200,"INTERCRON SRL","SN ARG",,"VALDENEGRO 3201",1431,"CAPITAL FEDERAL","AR",45455400,,,30682649107,
20336423,4200,"AMADO WALTER DANIEL","SN ARG",,"CALLE 133 Nº 629",1886,"CITY BELL","AR",,,,20179928877,20179928877
20195043,4200,"REF MAR SRL","SN ARG",,"JURAMENTO 792",7600,"MAR DEL PLATA","AR",223480395,,,33615145799,10000000000
20336770,4200,"ZEITPLAN SRL","SN ARG",,"GUAMINI 1151",1408,"CAPITAL FEDERAL","AR",1132924946,,,30712352341,
20336887,4200,"MIGUEL NOVARA Y ASOCIADOS SA","SN ARG",,"AVDA. SANTA FE 882 1 A",1019,"CAPITAL FEDERAL","AR",43144444,,,30657998318,
20336888,4200,"COLEGIO DE PROFESIONALES DE LA HI","SN ARG",,"CALLE 13 N° 63",1900,"LA PLATA","AR",,,,30717203913,
20195417,4200,"SERVICIOS ESTIN SRL","DAN AR",,"BOEDO 1639",1876,"BERNAL","AR",,,,30707312021,9010455680
20337912,4200,"Q & T TRADE S.R.L.","SN ARG",,"AZCUENAGA 124",1704,"RAMOS MEJIA","AR",35351186,,,30710399812,
20195641,4200,"INDUSTRIAS KOBACH HNOS S.R.L.","SN ARG",,"ARTURO ILLIA 1469",1661,"BELLA VISTA","AR",,,,30711124159,30711124159
20337959,4200,"CADSYST SRL","SN ARG",,"AV. CABILDO 2779 PISO 7 A",1428,"CAPITAL FEDERAL","AR",47884367,,,30708446129,
20252384,4200,"HYPRED ARGENTINA SA","SN ARG",,"CALLE PUBLICA SN RUTA 5 KM 4 1/2",5000,"CORDOBA","AR",,,,30710418574,"904-244838-"
20338925,4200,"RAFELAB SOCIEDAD RESPONSABILIDAD LI","SN ARG",,"COMISARIO V KAISER 129",2300,"RAFAELA","AR",3492570889,,,30711645973,
540001610,4200,"MONICA ESTHER PAMPIN",,,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,27167662647,
540001620,4200,"CASTELLANO PABLO",,,"MORENO 877",1091,,"AR",,,,20270178945,
20217844,4200,"BANCO DE LA CIUDAD DE BS AS","SN ARG",,"FLORIDA 302",1005,"CAPITAL FEDERAL","AR",,,,30999032083,
20339405,4200,"AJEC AUTOADHESIVOS SA",,,"SAENZ 326",1722,"MERLO","AR",2204850666,,,30557782393,
20252937,4200,"ABRIL MED SOCIEDAD ANONIMA","SN ARG",,"ELCANO 3669",1427,"CAPITAL FEDERAL","AR",,,,33707634389,33707634389
20339855,4200,"NUEVA GEO S.A.","SN ARG",,"AV PTE ILLIA 7636",1615,"GRAND BOURG","AR",2320433939,,,30715783130,
20285971,4200,"CAJA DE PREVISION SOCIAL PARA ABOGA","DAN ARG",,"LA PLATA NOROESTE CALLE 50",1900,"LA PLATA","AR",0,,,30532708059,
20342476,4200,"TELEPEAJE S.A","SN ARG",,"SANTA ROSA 1718",1602,"FLORIDA","AR",39883037,,,30709279501,
20339166,4200,"SUPPLY SOLUTIONS S.A","SN ARG",,"ARTIGAS JOSE GERVASIO G 5556",1419,"CAPITAL FEDERAL","AR",1136773209,,,30717131483,
20337693,4200,"KROMBERG FINE CHEMICALS SRL","SN ARG",,"SEPTIEMBRE N°151 PARQUE INDUSTRIAL",1625,"ESCOBAR","AR",112635922,,,30709614149,
20279264,4200,"DHL EXPRESS (ARGENTINA) SA","SN ARG",,"LARRAZABAL 2255",1440,"CAPITAL FEDERAL","AR",1139061970,,,30580111315,"901-932572-"
20279263,4200,"GRUPO LINDE GAS ARGENTINA SOCIEDAD","SN ARG",,"CALLE 54 (EX MITRE) 2075",1617,"BARRIO RICARDO ROJAS","AR",,,,30501395389,
20279271,4200,"EMPORIO GASTRONOMICO ARGENTINO S.A.","SN ARG",,"PAVON 2565",1248,"CAPITAL FEDERAL","AR",,,,30546820218,"901-924117-"
20279284,4200,"PRILLWITZ Y CIA S R L","SN ARG",,"AUSTRIA NORTE 1679",1617,"TIGRE","AR",47150100,,,30525778467,
20279283,4200,"TEPELCO S.A.C.I.","SN ARG",,"J.J DE URQUIZA 889",1704,"RAMOS MEJIA","AR",,,,30519890573,9028681129
20279289,4200,"INSTITUTO NAC. DE TECNOLOGIA INDUST","SN ARG",,"AV. LEANDRO N. ALEM 1067",1001,"CAPITAL FEDERAL","AR",,,,30546687062,
20279286,4200,"FERRETERIA INDUSTRIAL DIKA SRL","SN ARG",,"AV. MITRE 3446",1605,"MUNRO","AR",,,,33620218419,"33-62021841"
20279298,4200,"MAPFRE ARGENTINA DE SEGUROS S A","SN ARG",,"JUANA MANSO 205",1107,"CAPITAL FEDERAL","AR",,,,30500007539,"901-912411-"
20279301,4200,"LRM ELECTRONICA SRL","SN ARG",,"TALCAHUANO 234",1603,"CAPITAL FEDERAL","AR",,,,30639887584,"902-890786-"
20279307,4200,"INSTAK SRL","SN ARG",,"SARMIENTO 1638",1042,"CAPITAL FEDERAL","AR",,,,30624105865,"901-932282-"
20279315,4200,"COFFICE S.A.","SN ARG",,"CAMINO REAL MORÒN 2056",1609,"MORON","AR",,,,30696614993,"902-439012-"
20279321,4200,"G BREUER ABOGADOS","SN ARG",,"25 DE MAYO 460 P 1?",1002,"CAPITAL FEDERAL","AR",21507500,,,30618824108,
20279328,4200,"SEICO S.A.","SN ARG",,"AV. SUCRE 1869",1642,"SAN ISIDRO","AR",,,,30661961674,
20279337,4200,"VICTOR MASSON TRANSPORTES CRUZ DEL","SN ARG",,"RICHIERI Y BOULOGNE SUR MER",1720,"TAPIALES","AR",,,,30556565798,"902-913567-"
20279341,4200,"BOSCH REXROTH S.A.I.C.","SN ARG",,"BLANCO ENCALADA 5619",1431,"CAPITAL FEDERAL","AR",,,,30503494651,"901-916708-"
20279361,4200,"JAZZ-CAR S.A.","SN ARG",,"AV DEL LIBERTADOR 1329",1638,"VICENTE LOPEZ","AR",,,,30707478140,"901-211514-"
20279375,4200,"FUNDACION HOSPITAL DE PEDIATRIA JU","SN ARG",,"COMBATE DE LOS POZOS 1881 P:2",1245,"CAPITAL FEDERAL","AR",,,,30626219043,
20279378,4200,"FOUR ESTRATEGIA Y COMUNICACION S.R.","SN ARG",,"RAMON FREIRE 1753",1000,"CAPITAL FEDERAL","AR",,,,30710875134,"1184329-02"
20279455,4200,"IMPREARTE SRL","SN ARG",,"VIAMONTE 377",1053,"CAPITAL FEDERAL","AR",,,,30707715002,"30-70771500"
20279498,4200,"CORANIA S.R.L.","SN ARG",,"ALSINA 1760 - P 3 OF. 13",1000,"CAPITAL FEDERAL","AR",,,,33708492979,9010704816
20279542,4200,"ESTUDIOS INFECTOLOGICOS","SN ARG",,"SCALABRINI ORTIZ AV. 676",1414,"CAPITAL FEDERAL","AR",,,,30641783613,77836603
20279532,4200,"SWISS MEDICAL S.A.","DAN ARG",,"SAN MARTIN 323 P:18",1004,"CAPITAL FEDERAL","AR",,,,30654855168,9010457004
20279557,4200,"MONICA SUSANA GOMEZ","SN ARG",,"PEÑA 3130 P:4 DEP:B",1425,"CAPITAL FEDERAL","AR",,,,27140157622,
20279583,4200,"ADHEPLAST REVESTIMIENTOS SRL","SN ARG",,"ZAPIOLA 3030",1429,"CAPITAL FEDERAL","AR",,,,30695296386,
20279584,4200,"INSTITUTO CULTURAL ARGENTINO","SN ARG",,"MAIPU 686",1006,"CAPITAL FEDERAL","AR",,,,30526108465,9014029548
20279625,4200,"OS5 SA","SN ARG",,"INCLAN 3811",1258,"CAPITAL FEDERAL","AR",,,,33712294529,9016714041
20279663,4200,"HAVANNA SA","SN ARG",,"BRANDSEN 3251",7600,"CAPITAL FEDERAL","AR",,,,33697235049,"901-905451-"
20279684,4200,"SEVEN IMPORT SA","SN ARG",,"AV RIVADAVIA 680 PB",1625,"CAPITAL FEDERAL","AR",,,,30694549361,"901-196939-"
20279683,4200,"LATTEMANN LUIS CARLOS","SN ARG",,"CUYO 342",1641,"ACASSUSO","AR",,,,20046077653,"20-04607765"
20279685,4200,"JOSE ALBERTO TALIERCIO","SN ARG",,"ESCALADA 2173",1407,"CAPITAL FEDERAL","AR",,,,20105395109,"0059070-03"
20279687,4200,"ARRUA CAROLINA VERONICA","SN ARG",,"CALLE 21 Nº 3401",1651,"CAPITAL FEDERAL","AR",,,,27269116655,"902-630320-"
20279692,4200,"SEVENPLAST S.A.","SN ARG",,"PUEYRREDÓN 847",1708,"MORON","AR",,,,30592751255,"902-869292-"
20279695,4200,"CENTRAL LABORATORIES FRIEDRICH","SN ARG",,"ANSCHRIFT: BAHNSTRABE 14-30",61381,"FRIEDRICHSDORF","DE",,,,55000004005,
20279697,4200,"GERRESHEIMER BUENOS AIRES SA","SN ARG",,"MERCEDES 2153",1000,"CAPITAL FEDERAL","AR",,,,30696220308,
20279699,4200,"TEKNOBAIRES SH","SN ARG",,"MITRE 3358 - 2° P - OF 37",1650,"CAPITAL FEDERAL","AR",,,,30708648112,
20279702,4200,"MUTUAL ENTRE ASOC. FRANCK","SN ARG",,"GDOR GALVEZ 2268",3009,"SANTA FE","AR",,,,30638258176,"30-63825817"
20279705,4200,"METALURGICA GUADALUPE SRL","SN ARG",,"CALLE 49 Nº 5719",1653,"VILLA BALLESTER","AR",,,,30707799907,"901-055260-"
20279706,4200,"AZCOM SRL","SN ARG",,"AV. CORRIENTES 4416",1195,"CAPITAL FEDERAL","AR",,,,30709369896,"901-214372-"
20279711,4200,"TECNODELTA","SN ARG",,"LAS FLORES 1600 30 3º C",1875,"CAPITAL FEDERAL","AR",,,,20143644430,"20-14364443"
20279722,4200,"TERMOPLASTICOS ANTARTIDA SA","SN ARG",,"JEAN JAURES 4402",1822,"CAPITAL FEDERAL","AR",,,,30696167652,"901-902528-"
20279723,4200,"TECNICA LIFT SA","SN ARG",,"26 DE JULIO N° 5495",1653,"CAPITAL FEDERAL","AR","4767 9437",,,30711112002,9024035117
20279724,4200,"KERNIUM S A","SN ARG",,"BLANCO ENCALADA 2480",1609,"CAPITAL FEDERAL","AR","4897 5586",,,33710745949,9012787307
20279727,4200,"ANTONIO MOLINERO","SN ARG",,"BELGRANO 639",1614,"CAPITAL FEDERAL","AR","03488 472441",,,20934700091,"20-93470009"
20279728,4200,"FOREST URBAN SRL","SN ARG",,"AYACUCHO 826",1706,"CAPITAL FEDERAL","AR","4659 0045",,,30710352581,9012686469
20279729,4200,"REGNER EMILIO","SN ARG",,"VALETIN GOMEZ 7775",1669,"CAPITAL FEDERAL","AR",1556686176,,,20240377196,20240377196
20279733,4200,"D AMICO EDGARDO EMILIO","SN ARG",,"H YRIGOYEN 2155",1602,"CAPITAL FEDERAL","AR",47967979,,,20078261855,20078261855
20279735,4200,"RODRIGUEZ ELIO RICARDO","SN ARG",,"R. GUTIERREZ 1258",1623,"CAPITAL FEDERAL","AR",3484442412,,,20161497704,20161497704
20279737,4200,"MAQUINARIA PARA INDUSTRIA SA","SN ARG",,"9 DE JULIO 213 GOD CRUZ",5501,"MENDOZA","AR",2615628142,,,30707813004,9135059391
20279739,4200,"FULL PRODUCTION SA","SN ARG",,"MARCONI 4160 MUNRO",1605,"MUNRO","AR",,,,30708521066,9015413153
20279742,4200,"ROCA GRACIELA","SN ARG",,"BARRIO TALAR DEL LAGO2 LOTE257",1617,"CAPITAL FEDERAL","AR",,,,27202094703,2720209470
20279751,4200,"TECNOHIDRAULICA","SN ARG",,"LUIS MARIA CAMPOS 2676",1609,"TORTUGUITAS","AR",,,,20229487877,
20279759,4200,"WASHINGTON FERRARI","SN ARG",,"ARTIGAS 4783",1419,"CAPITAL FEDERAL","AR",1562597730,,,24255981214,
20279764,4200,"CINMOR SRL","SN ARG",,"GIRARDOT 1413",1427,"CAPITAL FEDERAL","AR",,,,30714004154,"901-475487-"
20279772,4200,"GRUPO DE ESTUDIOS DEL MEDIO AMBIENT","SN ARG",,"118 (ENTRE 35 Y 36)",1900,"LA PLATA","AR",,,,30710218087,
20279806,4200,"KESSLER MARIA PAULA","SN ARG",,"MIRO 532",1406,"CAPITAL FEDERAL","AR",40374339,,,27231019834,"27-23101983"
